id,base_species_id,base_data_form_id,dex_num,form_slug,form_name,img_home,img_sprite,showdown_slug,veekun_slug,veekun_form_id,is_legendary,is_mythical,is_cosmetic,is_female,is_mega,is_primal,is_regional,is_totem,is_fusion,is_gmax,can_dynamax,is_home_storable,gen,name,slug,sorting_order
49,,,49,,,0001-0100/0049,venomoth,venomoth,venomoth,49,0,0,0,0,0,0,0,0,0,0,1,1,1,Venomoth,venomoth,0
50,,,50,,,0001-0100/0050,diglett,diglett,diglett,50,0,0,0,0,0,0,0,0,0,0,1,1,1,Diglett,diglett,0
51,,,51,,,0001-0100/0051,dugtrio,dugtrio,dugtrio,51,0,0,0,0,0,0,0,0,0,0,1,1,1,Dugtrio,dugtrio,0
52,,,52,,,0001-0100/0052,meowth,meowth,meowth,52,0,0,0,0,0,0,0,0,0,0,1,1,1,Meowth,meowth,0
53,,,53,,,0001-0100/0053,persian,persian,persian,53,0,0,0,0,0,0,0,0,0,0,1,1,1,Persian,persian,0
54,,,54,,,0001-0100/0054,psyduck,psyduck,psyduck,54,0,0,0,0,0,0,0,0,0,0,1,1,1,Psyduck,psyduck,0
55,,,55,,,0001-0100/0055,golduck,golduck,golduck,55,0,0,0,0,0,0,0,0,0,0,1,1,1,Golduck,golduck,0
56,,,56,,,0001-0100/0056,mankey,mankey,mankey,56,0,0,0,0,0,0,0,0,0,0,1,1,1,Mankey,mankey,0
57,,,57,,,0001-0100/0057,primeape,primeape,primeape,57,0,0,0,0,0,0,0,0,0,0,1,1,1,Primeape,primeape,0
58,,,58,,,0001-0100/0058,growlithe,growlithe,growlithe,58,0,0,0,0,0,0,0,0,0,0,1,1,1,Growlithe,growlithe,0
59,,,59,,,0001-0100/0059,arcanine,arcanine,arcanine,59,0,0,0,0,0,0,0,0,0,0,1,1,1,Arcanine,arcanine,0
60,,,60,,,0001-0100/0060,poliwag,poliwag,poliwag,60,0,0,0,0,0,0,0,0,0,0,1,1,1,Poliwag,poliwag,0
61,,,61,,,0001-0100/0061,poliwhirl,poliwhirl,poliwhirl,61,0,0,0,0,0,0,0,0,0,0,1,1,1,Poliwhirl,poliwhirl,0
62,,,62,,,0001-0100/0062,poliwrath,poliwrath,poliwrath,62,0,0,0,0,0,0,0,0,0,0,1,1,1,Poliwrath,poliwrath,0
63,,,63,,,0001-0100/0063,abra,abra,abra,63,0,0,0,0,0,0,0,0,0,0,1,1,1,Abra,abra,0
64,,,64,,,0001-0100/0064,kadabra,kadabra,kadabra,64,0,0,0,0,0,0,0,0,0,0,1,1,1,Kadabra,kadabra,0
65,,,65,,,0001-0100/0065,alakazam,alakazam,alakazam,65,0,0,0,0,0,0,0,0,0,0,1,1,1,Alakazam,alakazam,0
66,,,66,,,0001-0100/0066,machop,machop,machop,66,0,0,0,0,0,0,0,0,0,0,1,1,1,Machop,machop,0
67,,,67,,,0001-0100/0067,machoke,machoke,machoke,67,0,0,0,0,0,0,0,0,0,0,1,1,1,Machoke,machoke,0
68,,,68,,,0001-0100/0068,machamp,machamp,machamp,68,0,0,0,0,0,0,0,0,0,0,1,1,1,Machamp,machamp,0
69,,,69,,,0001-0100/0069,bellsprout,bellsprout,bellsprout,69,0,0,0,0,0,0,0,0,0,0,1,1,1,Bellsprout,bellsprout,0
70,,,70,,,0001-0100/0070,weepinbell,weepinbell,weepinbell,70,0,0,0,0,0,0,0,0,0,0,1,1,1,Weepinbell,weepinbell,0
71,,,71,,,0001-0100/0071,victreebel,victreebel,victreebel,71,0,0,0,0,0,0,0,0,0,0,1,1,1,Victreebel,victreebel,0
72,,,72,,,0001-0100/0072,tentacool,tentacool,tentacool,72,0,0,0,0,0,0,0,0,0,0,1,1,1,Tentacool,tentacool,0
73,,,73,,,0001-0100/0073,tentacruel,tentacruel,tentacruel,73,0,0,0,0,0,0,0,0,0,0,1,1,1,Tentacruel,tentacruel,0
74,,,74,,,0001-0100/0074,geodude,geodude,geodude,74,0,0,0,0,0,0,0,0,0,0,1,1,1,Geodude,geodude,0
75,,,75,,,0001-0100/0075,graveler,graveler,graveler,75,0,0,0,0,0,0,0,0,0,0,1,1,1,Graveler,graveler,0
76,,,76,,,0001-0100/0076,golem,golem,golem,76,0,0,0,0,0,0,0,0,0,0,1,1,1,Golem,golem,0
77,,,77,,,0001-0100/0077,ponyta,ponyta,ponyta,77,0,0,0,0,0,0,0,0,0,0,1,1,1,Ponyta,ponyta,0
78,,,78,,,0001-0100/0078,rapidash,rapidash,rapidash,78,0,0,0,0,0,0,0,0,0,0,1,1,1,Rapidash,rapidash,0
79,,,79,,,0001-0100/0079,slowpoke,slowpoke,slowpoke,79,0,0,0,0,0,0,0,0,0,0,1,1,1,Slowpoke,slowpoke,0
80,,,80,,,0001-0100/0080,slowbro,slowbro,slowbro,80,0,0,0,0,0,0,0,0,0,0,1,1,1,Slowbro,slowbro,0
81,,,81,,,0001-0100/0081,magnemite,magnemite,magnemite,81,0,0,0,0,0,0,0,0,0,0,1,1,1,Magnemite,magnemite,0
82,,,82,,,0001-0100/0082,magneton,magneton,magneton,82,0,0,0,0,0,0,0,0,0,0,1,1,1,Magneton,magneton,0
83,,,83,,,0001-0100/0083,farfetchd,farfetchd,farfetchd,83,0,0,0,0,0,0,0,0,0,0,1,1,1,Farfetch’d,farfetchd,0
84,,,84,,,0001-0100/0084,doduo,doduo,doduo,84,0,0,0,0,0,0,0,0,0,0,1,1,1,Doduo,doduo,0
85,,,85,,,0001-0100/0085,dodrio,dodrio,dodrio,85,0,0,0,0,0,0,0,0,0,0,1,1,1,Dodrio,dodrio,0
86,,,86,,,0001-0100/0086,seel,seel,seel,86,0,0,0,0,0,0,0,0,0,0,1,1,1,Seel,seel,0
87,,,87,,,0001-0100/0087,dewgong,dewgong,dewgong,87,0,0,0,0,0,0,0,0,0,0,1,1,1,Dewgong,dewgong,0
88,,,88,,,0001-0100/0088,grimer,grimer,grimer,88,0,0,0,0,0,0,0,0,0,0,1,1,1,Grimer,grimer,0
89,,,89,,,0001-0100/0089,muk,muk,muk,89,0,0,0,0,0,0,0,0,0,0,1,1,1,Muk,muk,0
90,,,90,,,0001-0100/0090,shellder,shellder,shellder,90,0,0,0,0,0,0,0,0,0,0,1,1,1,Shellder,shellder,0
91,,,91,,,0001-0100/0091,cloyster,cloyster,cloyster,91,0,0,0,0,0,0,0,0,0,0,1,1,1,Cloyster,cloyster,0
92,,,92,,,0001-0100/0092,gastly,gastly,gastly,92,0,0,0,0,0,0,0,0,0,0,1,1,1,Gastly,gastly,0
93,,,93,,,0001-0100/0093,haunter,haunter,haunter,93,0,0,0,0,0,0,0,0,0,0,1,1,1,Haunter,haunter,0
94,,,94,,,0001-0100/0094,gengar,gengar,gengar,94,0,0,0,0,0,0,0,0,0,0,1,1,1,Gengar,gengar,0
95,,,95,,,0001-0100/0095,onix,onix,onix,95,0,0,0,0,0,0,0,0,0,0,1,1,1,Onix,onix,0
96,,,96,,,0001-0100/0096,drowzee,drowzee,drowzee,96,0,0,0,0,0,0,0,0,0,0,1,1,1,Drowzee,drowzee,0
97,,,97,,,0001-0100/0097,hypno,hypno,hypno,97,0,0,0,0,0,0,0,0,0,0,1,1,1,Hypno,hypno,0
98,,,98,,,0001-0100/0098,krabby,krabby,krabby,98,0,0,0,0,0,0,0,0,0,0,1,1,1,Krabby,krabby,0
99,,,99,,,0001-0100/0099,kingler,kingler,kingler,99,0,0,0,0,0,0,0,0,0,0,1,1,1,Kingler,kingler,0
100,,,100,,,0001-0100/0100,voltorb,voltorb,voltorb,100,0,0,0,0,0,0,0,0,0,0,1,1,1,Voltorb,voltorb,0
101,,,101,,,0101-0200/0101,electrode,electrode,electrode,101,0,0,0,0,0,0,0,0,0,0,1,1,1,Electrode,electrode,0
102,,,102,,,0101-0200/0102,exeggcute,exeggcute,exeggcute,102,0,0,0,0,0,0,0,0,0,0,1,1,1,Exeggcute,exeggcute,0
103,,,103,,,0101-0200/0103,exeggutor,exeggutor,exeggutor,103,0,0,0,0,0,0,0,0,0,0,1,1,1,Exeggutor,exeggutor,0
104,,,104,,,0101-0200/0104,cubone,cubone,cubone,104,0,0,0,0,0,0,0,0,0,0,1,1,1,Cubone,cubone,0
105,,,105,,,0101-0200/0105,marowak,marowak,marowak,105,0,0,0,0,0,0,0,0,0,0,1,1,1,Marowak,marowak,0
106,,,106,,,0101-0200/0106,hitmonlee,hitmonlee,hitmonlee,106,0,0,0,0,0,0,0,0,0,0,1,1,1,Hitmonlee,hitmonlee,0
107,,,107,,,0101-0200/0107,hitmonchan,hitmonchan,hitmonchan,107,0,0,0,0,0,0,0,0,0,0,1,1,1,Hitmonchan,hitmonchan,0
108,,,108,,,0101-0200/0108,lickitung,lickitung,lickitung,108,0,0,0,0,0,0,0,0,0,0,1,1,1,Lickitung,lickitung,0
109,,,109,,,0101-0200/0109,koffing,koffing,koffing,109,0,0,0,0,0,0,0,0,0,0,1,1,1,Koffing,koffing,0
110,,,110,,,0101-0200/0110,weezing,weezing,weezing,110,0,0,0,0,0,0,0,0,0,0,1,1,1,Weezing,weezing,0
111,,,111,,,0101-0200/0111,rhyhorn,rhyhorn,rhyhorn,111,0,0,0,0,0,0,0,0,0,0,1,1,1,Rhyhorn,rhyhorn,0
112,,,112,,,0101-0200/0112,rhydon,rhydon,rhydon,112,0,0,0,0,0,0,0,0,0,0,1,1,1,Rhydon,rhydon,0
113,,,113,,,0101-0200/0113,chansey,chansey,chansey,113,0,0,0,0,0,0,0,0,0,0,1,1,1,Chansey,chansey,0
114,,,114,,,0101-0200/0114,tangela,tangela,tangela,114,0,0,0,0,0,0,0,0,0,0,1,1,1,Tangela,tangela,0
115,,,115,,,0101-0200/0115,kangaskhan,kangaskhan,kangaskhan,115,0,0,0,0,0,0,0,0,0,0,1,1,1,Kangaskhan,kangaskhan,0
116,,,116,,,0101-0200/0116,horsea,horsea,horsea,116,0,0,0,0,0,0,0,0,0,0,1,1,1,Horsea,horsea,0
117,,,117,,,0101-0200/0117,seadra,seadra,seadra,117,0,0,0,0,0,0,0,0,0,0,1,1,1,Seadra,seadra,0
118,,,118,,,0101-0200/0118,goldeen,goldeen,goldeen,118,0,0,0,0,0,0,0,0,0,0,1,1,1,Goldeen,goldeen,0
119,,,119,,,0101-0200/0119,seaking,seaking,seaking,119,0,0,0,0,0,0,0,0,0,0,1,1,1,Seaking,seaking,0
120,,,120,,,0101-0200/0120,staryu,staryu,staryu,120,0,0,0,0,0,0,0,0,0,0,1,1,1,Staryu,staryu,0
121,,,121,,,0101-0200/0121,starmie,starmie,starmie,121,0,0,0,0,0,0,0,0,0,0,1,1,1,Starmie,starmie,0
122,,,122,,,0101-0200/0122,mr-mime,mrmime,mr-mime,122,0,0,0,0,0,0,0,0,0,0,1,1,1,"Mr. Mime",mr-mime,0
123,,,123,,,0101-0200/0123,scyther,scyther,scyther,123,0,0,0,0,0,0,0,0,0,0,1,1,1,Scyther,scyther,0
124,,,124,,,0101-0200/0124,jynx,jynx,jynx,124,0,0,0,0,0,0,0,0,0,0,1,1,1,Jynx,jynx,0
125,,,125,,,0101-0200/0125,electabuzz,electabuzz,electabuzz,125,0,0,0,0,0,0,0,0,0,0,1,1,1,Electabuzz,electabuzz,0
126,,,126,,,0101-0200/0126,magmar,magmar,magmar,126,0,0,0,0,0,0,0,0,0,0,1,1,1,Magmar,magmar,0
127,,,127,,,0101-0200/0127,pinsir,pinsir,pinsir,127,0,0,0,0,0,0,0,0,0,0,1,1,1,Pinsir,pinsir,0
128,,,128,,,0101-0200/0128,tauros,tauros,tauros,128,0,0,0,0,0,0,0,0,0,0,1,1,1,Tauros,tauros,0
129,,,129,,,0101-0200/0129,magikarp,magikarp,magikarp,129,0,0,0,0,0,0,0,0,0,0,1,1,1,Magikarp,magikarp,0
130,,,130,,,0101-0200/0130,gyarados,gyarados,gyarados,130,0,0,0,0,0,0,0,0,0,0,1,1,1,Gyarados,gyarados,0
131,,,131,,,0101-0200/0131,lapras,lapras,lapras,131,0,0,0,0,0,0,0,0,0,0,1,1,1,Lapras,lapras,0
132,,,132,,,0101-0200/0132,ditto,ditto,ditto,132,0,0,0,0,0,0,0,0,0,0,1,1,1,Ditto,ditto,0
133,,,133,,,0101-0200/0133,eevee,eevee,eevee,133,0,0,0,0,0,0,0,0,0,0,1,1,1,Eevee,eevee,0
134,,,134,,,0101-0200/0134,vaporeon,vaporeon,vaporeon,134,0,0,0,0,0,0,0,0,0,0,1,1,1,Vaporeon,vaporeon,0
135,,,135,,,0101-0200/0135,jolteon,jolteon,jolteon,135,0,0,0,0,0,0,0,0,0,0,1,1,1,Jolteon,jolteon,0
136,,,136,,,0101-0200/0136,flareon,flareon,flareon,136,0,0,0,0,0,0,0,0,0,0,1,1,1,Flareon,flareon,0
137,,,137,,,0101-0200/0137,porygon,porygon,porygon,137,0,0,0,0,0,0,0,0,0,0,1,1,1,Porygon,porygon,0
138,,,138,,,0101-0200/0138,omanyte,omanyte,omanyte,138,0,0,0,0,0,0,0,0,0,0,1,1,1,Omanyte,omanyte,0
139,,,139,,,0101-0200/0139,omastar,omastar,omastar,139,0,0,0,0,0,0,0,0,0,0,1,1,1,Omastar,omastar,0
140,,,140,,,0101-0200/0140,kabuto,kabuto,kabuto,140,0,0,0,0,0,0,0,0,0,0,1,1,1,Kabuto,kabuto,0
141,,,141,,,0101-0200/0141,kabutops,kabutops,kabutops,141,0,0,0,0,0,0,0,0,0,0,1,1,1,Kabutops,kabutops,0
142,,,142,,,0101-0200/0142,aerodactyl,aerodactyl,aerodactyl,142,0,0,0,0,0,0,0,0,0,0,1,1,1,Aerodactyl,aerodactyl,0
143,,,143,,,0101-0200/0143,snorlax,snorlax,snorlax,143,0,0,0,0,0,0,0,0,0,0,1,1,1,Snorlax,snorlax,0
144,,,144,,,0101-0200/0144,articuno,articuno,articuno,144,1,0,0,0,0,0,0,0,0,0,1,1,1,Articuno,articuno,0
145,,,145,,,0101-0200/0145,zapdos,zapdos,zapdos,145,1,0,0,0,0,0,0,0,0,0,1,1,1,Zapdos,zapdos,0
146,,,146,,,0101-0200/0146,moltres,moltres,moltres,146,1,0,0,0,0,0,0,0,0,0,1,1,1,Moltres,moltres,0
147,,,147,,,0101-0200/0147,dratini,dratini,dratini,147,0,0,0,0,0,0,0,0,0,0,1,1,1,Dratini,dratini,0
148,,,148,,,0101-0200/0148,dragonair,dragonair,dragonair,148,0,0,0,0,0,0,0,0,0,0,1,1,1,Dragonair,dragonair,0
149,,,149,,,0101-0200/0149,dragonite,dragonite,dragonite,149,0,0,0,0,0,0,0,0,0,0,1,1,1,Dragonite,dragonite,0
150,,,150,,,0101-0200/0150,mewtwo,mewtwo,mewtwo,150,1,0,0,0,0,0,0,0,0,0,1,1,1,Mewtwo,mewtwo,0
151,,,151,,,0101-0200/0151,mew,mew,mew,151,0,1,0,0,0,0,0,0,0,0,1,1,1,Mew,mew,0
152,,,152,,,0101-0200/0152,chikorita,chikorita,chikorita,152,0,0,0,0,0,0,0,0,0,0,1,1,2,Chikorita,chikorita,0
153,,,153,,,0101-0200/0153,bayleef,bayleef,bayleef,153,0,0,0,0,0,0,0,0,0,0,1,1,2,Bayleef,bayleef,0
154,,,154,,,0101-0200/0154,meganium,meganium,meganium,154,0,0,0,0,0,0,0,0,0,0,1,1,2,Meganium,meganium,0
155,,,155,,,0101-0200/0155,cyndaquil,cyndaquil,cyndaquil,155,0,0,0,0,0,0,0,0,0,0,1,1,2,Cyndaquil,cyndaquil,0
156,,,156,,,0101-0200/0156,quilava,quilava,quilava,156,0,0,0,0,0,0,0,0,0,0,1,1,2,Quilava,quilava,0
157,,,157,,,0101-0200/0157,typhlosion,typhlosion,typhlosion,157,0,0,0,0,0,0,0,0,0,0,1,1,2,Typhlosion,typhlosion,0
158,,,158,,,0101-0200/0158,totodile,totodile,totodile,158,0,0,0,0,0,0,0,0,0,0,1,1,2,Totodile,totodile,0
159,,,159,,,0101-0200/0159,croconaw,croconaw,croconaw,159,0,0,0,0,0,0,0,0,0,0,1,1,2,Croconaw,croconaw,0
160,,,160,,,0101-0200/0160,feraligatr,feraligatr,feraligatr,160,0,0,0,0,0,0,0,0,0,0,1,1,2,Feraligatr,feraligatr,0
161,,,161,,,0101-0200/0161,sentret,sentret,sentret,161,0,0,0,0,0,0,0,0,0,0,1,1,2,Sentret,sentret,0
162,,,162,,,0101-0200/0162,furret,furret,furret,162,0,0,0,0,0,0,0,0,0,0,1,1,2,Furret,furret,0
163,,,163,,,0101-0200/0163,hoothoot,hoothoot,hoothoot,163,0,0,0,0,0,0,0,0,0,0,1,1,2,Hoothoot,hoothoot,0
164,,,164,,,0101-0200/0164,noctowl,noctowl,noctowl,164,0,0,0,0,0,0,0,0,0,0,1,1,2,Noctowl,noctowl,0
165,,,165,,,0101-0200/0165,ledyba,ledyba,ledyba,165,0,0,0,0,0,0,0,0,0,0,1,1,2,Ledyba,ledyba,0
166,,,166,,,0101-0200/0166,ledian,ledian,ledian,166,0,0,0,0,0,0,0,0,0,0,1,1,2,Ledian,ledian,0
167,,,167,,,0101-0200/0167,spinarak,spinarak,spinarak,167,0,0,0,0,0,0,0,0,0,0,1,1,2,Spinarak,spinarak,0
168,,,168,,,0101-0200/0168,ariados,ariados,ariados,168,0,0,0,0,0,0,0,0,0,0,1,1,2,Ariados,ariados,0
169,,,169,,,0101-0200/0169,crobat,crobat,crobat,169,0,0,0,0,0,0,0,0,0,0,1,1,2,Crobat,crobat,0
170,,,170,,,0101-0200/0170,chinchou,chinchou,chinchou,170,0,0,0,0,0,0,0,0,0,0,1,1,2,Chinchou,chinchou,0
171,,,171,,,0101-0200/0171,lanturn,lanturn,lanturn,171,0,0,0,0,0,0,0,0,0,0,1,1,2,Lanturn,lanturn,0
172,,,172,,,0101-0200/0172,pichu,pichu,pichu,172,0,0,0,0,0,0,0,0,0,0,1,1,2,Pichu,pichu,0
173,,,173,,,0101-0200/0173,cleffa,cleffa,cleffa,173,0,0,0,0,0,0,0,0,0,0,1,1,2,Cleffa,cleffa,0
174,,,174,,,0101-0200/0174,igglybuff,igglybuff,igglybuff,174,0,0,0,0,0,0,0,0,0,0,1,1,2,Igglybuff,igglybuff,0
175,,,175,,,0101-0200/0175,togepi,togepi,togepi,175,0,0,0,0,0,0,0,0,0,0,1,1,2,Togepi,togepi,0
176,,,176,,,0101-0200/0176,togetic,togetic,togetic,176,0,0,0,0,0,0,0,0,0,0,1,1,2,Togetic,togetic,0
177,,,177,,,0101-0200/0177,natu,natu,natu,177,0,0,0,0,0,0,0,0,0,0,1,1,2,Natu,natu,0
178,,,178,,,0101-0200/0178,xatu,xatu,xatu,178,0,0,0,0,0,0,0,0,0,0,1,1,2,Xatu,xatu,0
179,,,179,,,0101-0200/0179,mareep,mareep,mareep,179,0,0,0,0,0,0,0,0,0,0,1,1,2,Mareep,mareep,0
180,,,180,,,0101-0200/0180,flaaffy,flaaffy,flaaffy,180,0,0,0,0,0,0,0,0,0,0,1,1,2,Flaaffy,flaaffy,0
181,,,181,,,0101-0200/0181,ampharos,ampharos,ampharos,181,0,0,0,0,0,0,0,0,0,0,1,1,2,Ampharos,ampharos,0
182,,,182,,,0101-0200/0182,bellossom,bellossom,bellossom,182,0,0,0,0,0,0,0,0,0,0,1,1,2,Bellossom,bellossom,0
183,,,183,,,0101-0200/0183,marill,marill,marill,183,0,0,0,0,0,0,0,0,0,0,1,1,2,Marill,marill,0
184,,,184,,,0101-0200/0184,azumarill,azumarill,azumarill,184,0,0,0,0,0,0,0,0,0,0,1,1,2,Azumarill,azumarill,0
185,,,185,,,0101-0200/0185,sudowoodo,sudowoodo,sudowoodo,185,0,0,0,0,0,0,0,0,0,0,1,1,2,Sudowoodo,sudowoodo,0
186,,,186,,,0101-0200/0186,politoed,politoed,politoed,186,0,0,0,0,0,0,0,0,0,0,1,1,2,Politoed,politoed,0
187,,,187,,,0101-0200/0187,hoppip,hoppip,hoppip,187,0,0,0,0,0,0,0,0,0,0,1,1,2,Hoppip,hoppip,0
188,,,188,,,0101-0200/0188,skiploom,skiploom,skiploom,188,0,0,0,0,0,0,0,0,0,0,1,1,2,Skiploom,skiploom,0
189,,,189,,,0101-0200/0189,jumpluff,jumpluff,jumpluff,189,0,0,0,0,0,0,0,0,0,0,1,1,2,Jumpluff,jumpluff,0
190,,,190,,,0101-0200/0190,aipom,aipom,aipom,190,0,0,0,0,0,0,0,0,0,0,1,1,2,Aipom,aipom,0
191,,,191,,,0101-0200/0191,sunkern,sunkern,sunkern,191,0,0,0,0,0,0,0,0,0,0,1,1,2,Sunkern,sunkern,0
